OBJECTID,advisorySpeed,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,lat,lng
5680,,0,,0,1,,Null,2002/2003,CLAYTON ROAD,MAY ROAD,,Non-Injury Crash,No,2003,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Rotorua District,Give way,,,,,0,0,Urban,1,,,Fine,Null,-38.129828934138,176.219396868985
5760,,0,0,0,1,0,East,2003/2004,SH 25A,KIRIKIRI STM BR NO2,,Non-Injury Crash,Yes,2003,0,West,0,0,0,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Thames-Coromandel District,Nil,0,0,0,1,0,0,Open,0,0,0,Light rain,Null,-37.1517764974102,175.644033176515
5840,25,0,0,0,1,1,North,2002/2003,SH 5,TARAWERA TAV,,Non-Injury Crash,Yes,2003,0,North,0,0,0,Hill Road,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Hastings District,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null,-39.0224305118537,176.56948322689
5920,,0,0,0,1,0,Null,2002/2003,BEDFORD ROAD,LOWRY TERRACE,,Non-Injury Crash,No,2003,0,South,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Napier City,Give way,0,0,0,1,0,0,Urban,1,0,0,Fine,Null,-39.5044692676327,176.903737703085
6000,,0,0,0,1,0,Null,2001/2002,BLENHEIM ROAD,ALLOY ST,,Non-Injury Crash,No,2002,0,West,0,0,1,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,1-way,Sealed,0,0,0,0,60,0,On,0,0,,Christchurch City,Give way,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null,-43.5394317731088,172.554508910108
6080,,0,0,0,2,0,South,2002/2003,SH 1N,JOHNSONVILLE ON NBD,,Non-Injury Crash,Yes,2002,0,North,0,0,0,Flat,1,Christmas New Year,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,1-way,Sealed,0,0,0,0,100,0,On,0,0,,Wellington City,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-41.2189289247539,174.810496977911
6160,,0,,0,2,,Null,2002/2003,SH 1S,THAMES ST,,Non-Injury Crash,Yes,2002,,West,,0,,Flat,,,,,,Overcast,0,0,0,3,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Waitaki District,Stop,,,,,0,0,Urban,0,,,Light rain,Null,-45.0977376503659,170.970759305272
6240,,0,0,0,1,0,South,2002/2003,BEACH ROAD,MCPHERSON ST,,Non-Injury Crash,No,2003,0,South,0,0,1,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,1,1,,0,0,Tasman Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Tasman District,Nil,0,0,0,0,1,0,Urban,0,0,0,Fine,Null,-41.3326995723188,173.188079832638
6320,,0,0,0,0,0,North,2002/2003,ANDERSON ROAD,MABIAN CRESCENT,,Non-Injury Crash,No,2003,0,South,0,0,0,Flat,0,,0,,0,Twilight,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,None,0,0,,Hamilton City,Nil,0,0,0,1,0,0,Urban,1,0,0,Fine,Null,-37.8185980793637,175.278383926589
6400,,0,0,0,2,0,West,2001/2002,LAKE ESPLANADE,BRUNSWICK ST,,Non-Injury Crash,No,2002,0,East,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,1,,0,0,Otago Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Queenstown-Lakes District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-45.0343483389101,168.655148078144
6480,,0,0,0,2,0,East,2002/2003,PARKLANDS DRIVE,RANELAGH TERRACE,,Non-Injury Crash,No,2002,0,East,0,0,0,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Christchurch City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-43.5654197207628,172.650903387386
6560,,0,,0,1,,West,2001/2002,SH 2,GROUNSELL CRESCENT S,,Non-Injury Crash,Yes,2002,,East,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,100,,Null,0,0,,Lower Hutt City,Nil,,,,,0,0,Open,2,,,Fine,Null,-41.1965185004509,174.917872238158
6640,,0,,0,0,,West,2003/2004,SH 1N,PAPARORE ROAD,,Non-Injury Crash,Yes,2003,,East,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Far North District,Nil,,,,,0,0,Open,1,,,Fine,Null,-34.9797999868831,173.193154394193
6720,,0,,0,2,,West,2003/2004,RUAKIWI ROAD,HILL ST,,Non-Injury Crash,No,2003,,West,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,On,0,1,,Hamilton City,Nil,,,,,0,0,Urban,0,,,Heavy rain,Null,-37.7918443435867,175.275994647472
6800,,0,0,0,2,0,South,2003/2004,ARDMORE ROAD,JERVOIS ROAD,,Non-Injury Crash,No,2003,0,South,0,0,0,Hill Road,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.8462111827003,174.736822169996
6880,,0,,0,2,,East,2002/2003,EDMONTON ROAD,ALDERMAN DRIVE,,Non-Injury Crash,No,2003,,South,,0,,Hill Road,,,,,,Twilight,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Light rain,Null,-36.8780186318255,174.635274758256
6960,,0,,0,2,,South,2002/2003,VICTORIA ST,CLAUDELANDS ROAD,,Non-Injury Crash,No,2002,,North,,0,,Flat,,,,,,Overcast,0,0,0,3,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Hamilton City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-37.785565162626,175.281490628468
7040,,0,,0,1,,Null,2002/2003,CANDIA ROAD,STURGES ROAD,,Non-Injury Crash,No,2002,,South,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,1,,,Fine,Null,-36.8891115603349,174.59570893106
7120,,0,,0,2,,Null,2003/2004,SH 39,NGUTUNUI ROAD,,Non-Injury Crash,Yes,2003,,South,,0,,Hill Road,,Christmas New Year,,,,Twilight,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,Ōtorohanga District,Give way,,,,,0,0,Open,0,,,Fine,Null,-38.0647267332391,175.155893410292
7200,,0,0,0,1,1,East,2002/2003,SH 25,GLADSTONE ROAD,,Fatal Crash,Yes,2003,0,North,1,1,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Hauraki District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-37.3727618201064,175.867498561339
7280,,0,0,0,1,0,North,2002/2003,PARK ROAD,RENOIR AVENUE,,Non-Injury Crash,No,2002,0,North,0,0,0,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Lower Hutt City,Nil,0,1,0,0,0,0,Urban,0,0,0,Light rain,Null,-41.1892636901796,174.920271722537
7360,,0,,0,1,,Null,2002/2003,WAITEMATA DRIVE,LUANDA DRIVE,,Serious Crash,No,2003,,West,,0,,Flat,,,,,,Overcast,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,2,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,1,,,Heavy rain,Null,-36.8586742768959,174.602277085251
7440,,0,0,0,2,0,West,2002/2003,Z CPK BIRKENHEAD SC,BIRKENHEAD AVENUE,,Non-Injury Crash,No,2003,0,East,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,0,0,0,0,0,0,,0,0,Auckland Region,Nil,Off road,Sealed,0,0,0,0,30,0,Off,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,1,0,Null,Null,-36.8111131424334,174.723776407112
7520,,0,,0,2,,Null,2003/2004,GREAT NORTH ROAD,TRADING PLACE,,Non-Injury Crash,No,2003,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8796383199602,174.634164858355
7600,20,0,0,0,1,0,Null,2003/2004,ROSCOMMON ROAD,BURUNDI AVENUE,,Non-Injury Crash,No,2003,0,East,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,1,,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null,-37.027122474367,174.866522851038
7680,,0,0,0,0,0,East,2003/2004,SH 27,MAUNGAKAWA ROAD,,Non-Injury Crash,Yes,2003,0,North,1,0,1,Flat,0,,0,,0,Twilight,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,70,0,None,0,0,,Matamata-Piako District,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-37.6526060178794,175.661622364522
7760,,0,,0,2,,West,2002/2003,PUKUATUA ST,AMOHIA ST,,Non-Injury Crash,No,2003,,West,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Rotorua District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-38.1368585600354,176.248405413349
7840,,0,,0,2,,Null,2003/2004,EAST ST,GALATOS ST,,Non-Injury Crash,No,2003,,East,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-36.8583915292962,174.758061901375
7920,,0,,0,2,,North,2003/2004,NELSON ST,VICTORIA ST WEST,,Non-Injury Crash,No,2003,,North,,0,,Hill Road,,,,,,Overcast,0,0,0,6,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null,-36.847444590891,174.760199974136
8000,,0,,0,2,,South,2003/2004,MANUKAU ROAD,KING GEORGE AVENUE,,Non-Injury Crash,No,2003,,North,,0,,Flat,,,,,,Overcast,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8906339620147,174.774937624757
8080,,0,,0,2,,Null,2003/2004,SH 16,TUHIRANGI ROAD,,Minor Crash,Yes,2003,,North,,0,,Hill Road,,,,,,Overcast,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null,-36.5243123030078,174.454672958489
8160,,0,,0,2,,East,2003/2004,SH 30,MCINTYRE AVENUE,,Minor Crash,Yes,2003,,West,,0,,Flat,,,,,,Dark,1,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Rotorua District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-38.15765674007,176.262838233195
8240,,0,,0,3,,West,2002/2003,TUAM ST,HIGH ST,,Minor Crash,No,2003,,East,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Christchurch City,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-43.5352969074738,172.640977858143
8320,,0,,0,2,,East,2002/2003,SETTLEMENT ROAD,GREAT SOUTH ROAD,,Non-Injury Crash,No,2002,,West,,0,,Flat,,,,,,Overcast,0,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-37.0716593740368,174.943165812223
8400,,0,,0,1,,South,2002/2003,MCKENZIE ROAD,WALMSLEY ROAD,,Non-Injury Crash,No,2003,,South,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,1,0,Urban,0,,,Light rain,Null,-36.9554963596581,174.790379755136
8480,,0,,0,3,,North,2002/2003,MOUNT WELLINGTON HIGHWAY,SYLVIA PARK ROAD,,Non-Injury Crash,No,2003,,North,,0,,Flat,,,,,,Twilight,0,0,0,2,,,0,,,,,,Auckland Region,Bridge,1-way,Sealed,,0,0,,100,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null,-36.9189735867243,174.839972679489
8560,,0,,0,2,,Null,2001/2002,SH 44,MOLESWORTH ST,,Non-Injury Crash,Yes,2002,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,New Plymouth District,Give way,,,,,0,0,Urban,0,,,Light rain,Null,-39.053459812798,174.081897233049
8640,,0,,0,2,,North,2003/2004,COCKBURN ST,RAURIMU AVENUE,,Non-Injury Crash,No,2003,,North,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Whangarei District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-35.7644526820155,174.361441087912
8720,,0,0,0,1,0,North,2001/2002,PARKER ST,FOREMANS ROAD,,Non-Injury Crash,No,2002,0,South,0,0,1,Flat,0,,1,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Rail xing,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Christchurch City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-43.5411179131765,172.515246386393
8800,,0,,0,1,,West,2002/2003,GREEN LANE WEST,WHETURANGI ROAD,,Non-Injury Crash,No,2002,,West,,0,,Flat,,,,,,Bright sun,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null,-36.8927213275944,174.790202592541
8880,,0,,0,2,,East,2002/2003,HERETAUNGA ST EAST,WILLOWPARK ROAD NORTH,,Non-Injury Crash,No,2002,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Hastings District,Give way,,,,,0,0,Urban,0,,,Fine,Null,-39.6469588803675,176.848559488661
8960,,0,,0,1,,Null,2003/2004,ALBANY HIGHWAY,APPLEBY ROAD,,Non-Injury Crash,No,2003,,South,,0,,Flat,,,,,,Twilight,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,70,,Off,0,1,,Auckland,Nil,,,,,1,0,Urban,0,,,Fine,Null,-36.7482635937996,174.693493655977
9040,,1,,0,1,,Null,2003/2004,ARTHUR ST,RATTRAY ST,,Serious Crash,No,2004,,North,,0,,Hill Road,,,,,,Overcast,0,0,0,3,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,1,,50,,Null,0,0,,Dunedin City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-45.8738450113501,170.494774324546
9120,,0,,0,2,,Null,2002/2003,FANSHAWE OFF SBD,BEAUMONT ST,,Non-Injury Crash,Yes,2002,,East,,0,,Flat,,,,,,Dark,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null,-36.8450727789941,174.752968138858
9200,,0,0,0,2,0,South,2003/2004,SH 50,AUSTIN ST,,Non-Injury Crash,Yes,2003,0,South,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,4,0,0,0,0,1,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Napier City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-39.5027315003076,176.887619650813
9280,,0,,0,2,,Null,2002/2003,GLANDOVEY ROAD,STROWAN ROAD,,Non-Injury Crash,No,2002,,East,,0,,Flat,,,,,,Overcast,0,0,0,4,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-43.5132675683698,172.609262572085
9360,,0,,0,2,,East,2003/2004,SPINELLA DRIVE,LASER PLACE,,Minor Crash,No,2004,,West,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.7726486707224,174.714040849613
9440,,0,0,0,1,0,South,2002/2003,ATKIN AVENUE,TAMAKI DRIVE,,Non-Injury Crash,No,2003,0,North,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-36.84814754051,174.829436010781
9520,,0,0,0,1,0,East,2002/2003,SH 30,MOKAU ROAD,,Non-Injury Crash,Yes,2002,0,West,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Waitomo District,Nil,0,1,0,0,0,0,Open,0,0,0,Fine,Null,-38.4267941083313,175.218852354233
9600,,0,,0,2,,Null,2002/2003,SH 35,ESPLANADE,,Non-Injury Crash,Yes,2003,,West,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Gisborne Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Gisborne District,Stop,,,,,0,0,Urban,0,,,Fine,Null,-38.6691665905211,178.029659483763
9680,,0,0,0,1,0,South,2002/2003,SH 1N,FALLS BR,,Minor Crash,Yes,2003,0,North,0,0,0,Hill Road,1,Queens Birthday,0,,0,Dark,1,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-36.3501335757214,174.579767062239
9760,,0,,0,2,,South,2002/2003,SH 3,DE HAVILLAND DRIVE,,Non-Injury Crash,Yes,2002,,East,,0,,Flat,,,,,,Bright sun,0,0,0,3,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,New Plymouth District,Nil,,,,,1,0,Open,0,,,Fine,Strong wind,-39.0279471375455,174.172611347489
9840,,0,,0,2,,Null,2003/2004,KARANGAHAPE ROAD,QUEEN ST,,Non-Injury Crash,No,2003,,East,,0,,Flat,,Labour Weekend,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.8579087172977,174.761449481398
9920,,0,,0,2,,West,2003/2004,LINCOLN OFF WBD,SH 16,,Non-Injury Crash,Yes,2003,,West,,0,,Flat,,,,,,Bright sun,0,0,0,1,,,0,,,,,,Auckland Region,Motorway ramp,1-way,Sealed,,0,0,,100,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null,-36.8511295565553,174.637348646643
10000,,0,,0,1,,South,2002/2003,LYTTELTON AVENUE,STATION ROAD N,,Non-Injury Crash,No,2003,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,1,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Porirua City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.1368237037286,174.842502112302
10080,,0,,0,3,,Null,2003/2004,SH 2,CONCORD AVENUE,,Minor Crash,Yes,2003,,South,,0,,Flat,,,,,,Dark,2,0,0,4,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,70,,On,0,0,,Tauranga City,Stop,,,,,0,0,Urban,0,,,Fine,Null,-37.6733197852337,176.218922704696
10160,,0,0,0,1,0,South,2002/2003,Z MOONSHINE PARK ROAD,MOONSHINE ROAD,,Non-Injury Crash,No,2003,0,South,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,0,0,0,0,1,0,,0,0,Wellington Region,Nil,Off road,Unsealed,0,0,0,0,50,0,Null,0,0,,Upper Hutt City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-41.1280941698813,175.030083049104
10240,,0,0,0,2,0,East,2002/2003,BLEAKHOUSE ROAD,CHARLES DICKENS DRIVE,,Non-Injury Crash,No,2002,0,West,0,0,0,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.8841998485583,174.924759596037
10320,,0,,0,2,,North,2002/2003,SH 60,GREENWOOD ST,,Non-Injury Crash,Yes,2003,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Tasman Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Tasman District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.1098172944168,173.011171748882
10400,,0,,0,2,,Null,2002/2003,GREAT SOUTH ROAD,SHIRLEY ROAD,,Serious Crash,No,2003,,North,,0,,Flat,,,,,,Dark,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null,-36.9674438937287,174.858661751921
10480,,0,,0,1,,West,2002/2003,SH 11,NAUTICAL DRIVE,,Non-Injury Crash,Yes,2003,,East,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,Far North District,Nil,,,,,0,0,Open,1,,,Fine,Null,-35.2906627557275,174.003603272587
10560,,0,,0,2,,Null,2003/2004,DOMINION ROAD,GLASS ROAD,,Non-Injury Crash,No,2003,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null,-36.9262862753888,174.736223704971
10640,,0,,0,1,,Null,2002/2003,WAIMEA ROAD,THE RIDGEWAY,,Non-Injury Crash,No,2003,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Nelson Region,Nil,2-way,Sealed,,0,0,,70,,Null,0,0,,Nelson City,Give way,,,,,0,0,Urban,1,,,Fine,Null,-41.3039594380609,173.256253383152
10720,,0,,0,1,,East,2003/2004,VICTORIA ST WEST,HALSEY ST,,Minor Crash,No,2003,,West,,0,,Flat,,,,,,Twilight,1,0,1,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8481237619758,174.756940706552
10800,,0,,0,2,,East,2002/2003,HALIFAX ST,RUTHERFORD ST,,Non-Injury Crash,No,2003,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Nelson Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Nelson City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.2707156082963,173.281589996887
10880,,0,,0,2,,Null,2003/2004,BROWNS ROAD,ROWANDALE AVENUE,,Non-Injury Crash,No,2003,,West,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-37.0163930264898,174.869632223166
10960,,0,0,0,1,0,West,2002/2003,KURANUI ROAD,SCOTT ROAD,,Minor Crash,No,2003,0,East,1,0,0,Flat,0,,0,,0,Overcast,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Matamata-Piako District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-37.6680104748916,175.524599390458
11040,,0,,0,1,,East,2003/2004,TIVERTON ROAD,BLOCKHOUSE BAY ROAD,,Non-Injury Crash,No,2003,,West,,0,,Hill Road,,,,,,Bright sun,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,1,,,Fine,Null,-36.9060102052248,174.701688692446
11120,,0,0,0,1,0,East,2002/2003,POHANGINA VALLEY EAST ROA,OROUA VALLEY ROAD,,Serious Crash,No,2003,0,South,1,0,0,Hill Road,0,,0,,0,Dark,2,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,0,0,,Manawatu District,Nil,0,0,0,1,0,0,Open,0,0,0,Fine,Null,-39.96665686202,175.908028698967
11200,,0,,1,0,,West,2001/2002,CARGILLS ROAD,SH 6,,Non-Injury Crash,No,2002,,West,,0,,Hill Road,,,,,,Dark,0,0,0,2,,,0,,,,,,West Coast Region,Nil,2-way,Sealed,,0,0,,100,,On,0,0,,Grey District,Unknown,,,,,0,0,Open,2,,,Fine,Null,-42.2439720552243,171.326191450093
11280,,0,,0,2,,South,2003/2004,GREAT SOUTH ROAD,WAIRAKEI ST,,Non-Injury Crash,No,2003,,North,,0,,Flat,,,,,,Overcast,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8948214482173,174.799745453935
